establishment_name,city,state,establishment_type,created_timestamp,naics_code,industry_description,annual_average_employees,total_hours_worked,total_deaths,total_dafw_cases,total_djtr_cases,total_other_cases,total_injuries,total_cases,is_correct,sectors_code,subsectors_code
Medora Landfill and Refuse Hauling,Medora,IN,1.0,2021-03-19 00:35:31,562212, Refuse collecting and operating solid waste landfills ,65,174100.0,0,2,1,2,5,5,True,56,562
BAT 68,Evanston,IL,1.0,2021-02-26 16:39:04,445110, ,21,32100.0,0,0,1,0,1,1,True,45,445
Recovery Homes of America,Santa Ana,CA,1.0,2021-02-22 21:23:18,621420," Substance abuse treatment centers and clinics (except hospitals), outpatient ",75,156000.0,0,1,0,0,1,1,True,62,621
Atlanta,Marietta,GA,1.0,2021-02-02 16:00:16,236118," Construction management, residential remodeling ",61,129210.0,0,2,0,1,3,3,True,23,236
THE ALMOND COMPANY,MADERA,CA,1.0,2021-02-25 22:06:45,115114, Almond hulling and shelling ,170,337749.0,0,2,3,0,5,5,True,11,115
SODEXO AT UNI SALES CANADAY,TISHOMINGO,OK,1.0,2021-03-03 17:03:38,561110,Business Services,1,1928.0,0,0,0,0,0,0,True,56,561
LHS Logan Group Home - Edgewood,Russellville,KY,1.0,2021-02-24 23:02:42,624190," Welfare service centers, multi-program ",264,487795.0,0,0,0,0,0,0,True,62,624
Chatt - Carver Rec Center,Chattanooga,TN,3.0,2021-02-09 18:52:02,921110,government,2700,4182582.0,0,0,0,0,0,0,True,92,921
Rick Case Kia (Duluth),Duluth,GA,1.0,2021-01-08 18:47:45,441110," Automobile dealers, new only or new and used ",46,95680.0,0,0,0,1,1,1,True,45,441
Worthmann LLC,Gainesville,FL,1.0,2021-02-23 14:15:22,238160, Roofing contractors ,30,62400.0,0,0,0,0,0,0,True,23,238
Mercerville Center,Hamiltom,NJ,3.0,2021-03-31 16:46:08,621610," Nursing agencies, primarily providing home nursing services ",95,197436.0,0,0,0,0,0,0,True,62,621
WISTE - STEVENS POINT HUB,STEVENS POINT,WI,1.0,2021-02-26 19:08:28,492110,Couriers,205,317585.0,0,0,1,3,4,4,True,49,492
350973-BKN-HOMECREST CARRIER ANX,BROOKLYN,NY,1.0,2021-02-28 14:50:37,491110,Mail and Parcel Delivery,91,165103.0,0,3,0,0,3,3,True,49,491
D1 Naperville Yard,Naperville,IL,2.0,2021-03-02 14:43:18,237310," Repair, highway, road, street, bridge or airport runway ",22,38765.0,0,3,0,1,4,4,True,23,237
21 Colonial Drive,Piscataway,NJ,1.0,2021-02-26 17:48:23,325412," Pharmaceutical preparations (e.g., capsules, liniments, ointments, tablets) manufacturing ",28,59868.0,0,0,0,0,0,0,True,33,325
1855-TNNAS48,NASHVILLE,TN,1.0,2021-02-25 03:59:24,622110,General Medical and Surgical Hospitals,483,780037.0,0,1,5,23,27,29,False,62,622
Live Turkey - Dayton VA Service & Acct.,Harrisonburg,VA,1.0,2021-01-19 23:02:52,551114, Centralized administrative offices ,22,79440.0,0,0,0,0,0,0,True,55,551
Heartland Corn Products,Winthrop,MN,1.0,2021-01-05 19:37:15,325193, Denatured alcohol manufacturing ,60,142218.0,0,0,3,0,3,3,True,33,325
Bayside Best Beans LLC,Sebewaing,MI,1.0,2021-01-22 17:32:22,115114, Bean cleaning ,25,57034.0,0,1,1,1,3,3,True,11,115
"Sandia Construction, Inc.",Lubbock,TX,1.0,2021-01-25 21:33:39,236220," Addition, alteration and renovation general contractors, commercial warehouse ",52,110052.0,0,2,1,0,2,3,False,23,236
Goat Mountain Wind,Sterling City ,TX,1.0,2021-01-27 11:26:48,221115," Electric power generation, wind ",15,31200.0,0,0,0,0,0,0,True,22,221
Tucker											,Tucker,GA,1.0,2021-03-09 16:54:59,423310," Lumber (e.g., dressed, finished, rough) merchant wholesalers ",102,228782.0,0,4,0,0,4,4,True,42,423
Harold Zeigler Ford - Plainwell,Plainwell,MI,1.0,2021-02-17 17:53:45,441110," Automobile dealers, new only or new and used ",75,100468.0,0,0,0,0,0,0,True,45,441
Griffith Park Boys Camp,Los Angeles,CA,1.0,2021-02-18 21:58:48,924120," Camps (except day, instructional) ",20,5200.0,0,0,0,0,0,0,True,92,924
"FINDLAY, OH #00594",FINDLAY,OH,1.0,2021-02-25 15:55:27,444130,Hardware Store,15,19082.0,0,0,0,0,0,0,True,45,444
Emerald Queen Hotel & Casinos,Tacoma,WA,1.0,2021-02-03 19:41:09,713210, Casinos (except casino hotels) ,2238,3389423.0,0,9,0,0,9,9,True,71,713
Gildan Activewear (Eden) Inc.,Eden,NC,1.0,2021-02-19 13:51:10,493110, General warehousing and storage ,400,702262.0,0,1,19,1,21,21,True,49,493
Tempe Post Acute,Tempe,AZ,1.0,2021-02-12 01:23:44,623110, Nursing homes ,75,59090.0,0,0,4,0,4,4,True,62,623
Lancaster TX,Lancaster,TX,1.0,2021-03-03 11:49:08,322212,Paper and Paperboard,24,71082.0,0,0,2,0,2,2,True,33,322
162 Smyrna GA,Smyrna,GA,1.0,2021-01-19 22:53:13,311812,Commercial Bakeries,27,32502.0,0,0,0,0,0,0,True,33,311
Acorn Farms - Zanesville,Zanesville,OH,1.0,2021-01-28 19:39:43,444220, Farm supply stores ,24,46639.0,0,1,3,0,4,4,True,45,444
Plant 32 - 35,Hillsville,VA,1.0,2021-02-11 04:20:11,313110, Yarn spinning mills ,445,689325.0,0,1,1,1,3,3,True,33,313
Hansen's IGA Washburn,Washburn,WI,1.0,2021-01-21 15:16:46,445110, Grocery stores ,41,65630.0,0,1,0,0,1,1,True,45,445
City of Waconia,Waconia,MN,3.0,2021-04-26 16:12:05,921190, General public administration ,60,71577.0,0,1,0,0,1,1,True,92,921
StarDental,Lancaster,PA,1.0,2021-03-09 14:06:26,339114, Dental equipment and instruments manufacturing ,59,106932.0,0,0,1,1,2,2,True,33,339
Integrity dba Open Arms Retirement Center,Raeford,NC,1.0,2021-01-29 16:50:02,623110, Homes for the aged with nursing care ,57,102066.0,0,2,0,0,2,2,True,62,623
"Wichita, KS (KGI)",Wichita,KS,1.0,2021-01-19 21:06:56,332313, Fabricated plate work manufacturing ,369,670815.0,0,2,0,1,3,3,True,33,332
Alta Industrial Equipment Company Calumet City,Calumet City,IL,1.0,2021-02-26 20:53:13,811310, Forklift repair and maintenance services ,41,59705.0,0,0,0,0,0,0,True,81,811
"Goodwill Industries of NWNC, Mooresville 26",Mooresville,NC,1.0,2021-03-17 20:29:09,624310," Job training, vocational rehabilitation or habilitation ",20,34654.0,0,0,1,0,1,1,True,62,624
Rabbit River Transport II LLC,Holland,MI,1.0,2021-04-28 15:43:24,484230," Tracked vehicle freight transportation, long-distance ",50,105050.0,0,0,0,0,0,0,True,49,484
east plant,marshall,AR,1.0,2021-02-03 12:44:57,326199," Doors and door frames, plastics, manufacturing ",45,98522.0,0,0,0,0,0,0,True,33,326
"Arrow Shed, LLC - Breese",Breese,IL,1.0,2021-02-25 20:31:50,332311," Buildings, prefabricated metal, manufacturing ",136,287189.0,0,3,1,6,10,10,True,33,332
GAWAY - WAYCROSS,BLACKSHEAR,GA,1.0,2021-02-26 18:57:31,492110,Couriers,74,116080.0,0,0,1,0,1,1,True,49,492
FKYJEF-100-FIELD - KY JEFFERSON,LOUISVILLE,KY,1.0,2021-02-18 23:06:08,541990,SOFTWARE TECHNOLOGY,0,0.0,0,0,0,0,0,0,True,54,541
PW Utilities - Water Facility Operations- Central/North/South,Millersville,MD,3.0,2021-02-01 15:39:07,237110," Construction management, water and sewage treatment plant ",28,35745.0,0,0,0,0,0,0,True,23,237
KVH Family Medicine,Ellensburg,WA,3.0,2021-02-25 18:49:45,621111," Family physicians' offices (e.g., centers, clinics) ",45,77465.0,0,2,0,0,1,2,False,62,621
Zane,Brooklyn Park,MN,1.0,2021-02-25 20:00:54,623210," Group homes, intellectual and developmental disability ",13,21476.0,0,0,0,0,0,0,True,62,623
SCARBOROUGH,SCARBOROUGH,ME,1.0,2021-02-09 18:31:27,532120, Truck tractor rental or leasing ,26,49510.0,0,0,0,2,2,2,True,53,532
940 OGS Misc Paving 2020,Kanona,NY,1.0,2021-01-14 16:28:23,237310," Pavement, highway, road, street, bridge or airport runway, construction ",20,5436.0,0,0,0,0,0,0,True,23,237
"Great HealthWorks, Inc.",Fort Lauderdale,FL,1.0,2021-02-16 17:50:00,561422, Customer service call centers ,254,528320.0,0,3,0,0,3,3,True,56,561
"Covenant Steel Warehouse, Inc.",Dothan,AL,1.0,2021-01-08 21:33:50,332312, Fabricated structural metal manufacturing ,80,177529.0,0,1,2,0,3,3,True,33,332
705-00859,BELLEVUE,WA,1.0,2021-02-24 02:52:13,445110,Retail grocery not including convenience stores,64,92501.0,0,0,0,0,0,0,True,45,445
Indianapolis  ,Indianapolis,IN,1.0,2021-03-16 19:53:07,423850,CNC Machine Sales and Service ,20,35900.0,0,0,0,0,0,0,True,42,423
Dunmore Health Care Center,Dunmore,PA,1.0,2021-02-19 15:36:09,623110, Skilled nursing facilities ,85,119305.0,0,1,3,0,4,4,True,62,623
HUTSON INC - EVANSVILLE,CHANDLER,IN,1.0,2021-01-26 21:47:36,423830," Tractors, industrial, merchant wholesalers ",35,70477.0,0,0,0,0,0,0,True,42,423
Maricopa County - Legal Advocate (550),Phoenix,AZ,3.0,2021-01-22 18:59:18,922130, Attorney generals' offices ,131,229040.0,0,0,0,0,0,0,True,92,922
483232-FWT-OAKS BR,NAVAL AIR STATION JRB,TX,1.0,2021-02-28 14:42:08,491110,Mail and Parcel Delivery,29,52368.0,0,2,1,0,2,3,False,49,491
Hornbeam,Sabina,OH,1.0,2021-01-26 17:14:05,112210,Hog and pig farming,11,18164.0,0,1,0,0,1,1,True,11,112
Warehouse/Fulfillment Center,Montague,MI,1.0,2021-01-11 21:05:28,323111," Offset printing (except books, printing grey goods) ",18,34609.0,0,0,1,0,1,1,True,33,323
Los Angeles County ,Los Angeles,CA,3.0,2021-01-28 17:19:23,921130," Treasurers' offices, government ",426,223800.0,1,7,0,4,6,12,False,92,921
HOLIDAY INN EXPRESS - MEADVILLE,MEADVILLE,PA,1.0,2021-01-18 14:49:23,721110, Hotels (except casino hotels) ,24,31162.0,0,1,0,0,1,1,True,72,721
"S & S Machine Shop, Inc.",Boonville,IN,1.0,2021-01-15 18:55:04,332710, Machine shops ,42,68241.0,0,1,1,2,4,4,True,33,332
SODEXO AT ST JOSEPH MEDICAL CENTER,TOWSON,MD,1.0,2021-03-03 16:07:25,561210,Facilities Support Services,63,39842.0,0,0,0,0,0,0,True,56,561
534-00118,APPLETON,WI,1.0,2021-02-19 21:46:03,445110,Retail grocery not including convenience stores,117,170970.0,0,6,0,2,5,8,False,45,445
Ludwig Drum Company,Monroe,NC,1.0,2021-03-11 11:26:05,339992," Instruments, musical, manufacturing ",36,71144.0,0,0,0,1,1,1,True,33,339
McDonald Roofing,Jackson,MI,1.0,2021-01-08 22:11:12,238160, Asphalt roof shingle installation ,46,92651.0,0,0,0,0,0,0,True,23,238
INDWHS-001-INDIANOLA WHSE,INDIANOLA,MS,1.0,2021-01-27 17:58:38,424590,OTHER FARM PRODUCT RAW MATERIAL MERCHANT WHOLESALERS,9,17593.0,0,0,0,0,0,0,True,42,424
"Illini Environmental, Inc.",Caseyville,IL,1.0,2021-01-18 15:01:54,562219," Nonhazardous waste treatment and disposal facilities (except combustors, incinerators, landfills, sewer systems, sewage treatment facilities) ",36,74850.0,0,1,1,0,2,2,True,56,562
"Precision Pipeline Solutions, LLC",New Windsor,NY,1.0,2021-01-14 19:43:59,221210," Gas, natural, distribution ",721,1638917.0,0,3,1,2,4,6,False,22,221
Wireco WorldGroup Midwest DC,Sedalia,MO,1.0,2021-02-01 18:07:39,423510, Wire rope (except insulated) merchant wholesalers ,22,41433.0,0,0,0,0,0,0,True,42,423
Chicago Home Office,Chicago,IL,1.0,2021-03-03 15:48:39,531190,Manufactured Home Community,194,380941.0,0,0,0,0,0,0,True,53,531
Lowes Foods #157,Sanford,NC,1.0,2021-01-27 15:53:45,445110, Grocery stores ,120,115466.0,0,0,0,1,1,1,True,45,445
Vintage Wine Distributor Solon,Solon,OH,1.0,2021-04-14 12:19:56,424820, Wines merchant wholesalers ,82,135492.0,0,0,0,3,3,3,True,42,424
"Walker Edison Furniture Company, LLC - Corporate",West Jordan,UT,1.0,2021-03-25 23:12:10,337122," Furniture, unassembled or knock-down wood household-type, manufacturing ",162,241831.0,0,0,0,3,3,3,True,33,337
"RoofOptions, LLC",Johnsburg,IL,1.0,2021-03-10 01:38:46,238160, Roof membrane installation ,87,193960.0,0,0,0,0,0,0,True,23,238
121189-BRU-SAINT SIMONS ISLAND BR,SAINT SIMONS ISLAND,GA,1.0,2021-02-26 02:45:55,491110,Mail and Parcel Delivery,32,57499.0,0,2,0,0,1,2,False,49,491
Cardinal Health - Kapolei HI,Kapolei,HI,1.0,2021-01-15 21:20:55,424210," Medical sundries, rubber, merchant wholesalers ",44,84971.0,0,0,0,0,0,0,True,42,424
Greenwood Industries CT,North Haven,CT,1.0,2021-02-25 20:16:08,238160, Roofing contractors ,61,127465.0,0,1,0,0,1,1,True,23,238
"BELIMO Aircontrols (USA), Inc.",Danbury,CT,1.0,2021-02-22 18:49:48,334512," Air flow controllers (except valves), air-conditioning and refrigeration, manufacturing ",421,772000.0,0,4,3,4,11,11,True,33,334
Geismar Plant,Geismar,LA,1.0,2021-02-26 16:39:31,325180, Chlorine manufacturing ,325,687212.0,0,2,0,0,2,2,True,33,325
Core Insulation,Little Rock,AR,1.0,2021-01-12 18:17:14,238290, Boiler and pipe insulation installation ,52,124272.0,0,1,0,0,0,1,False,23,238
058640-YORBA LINDA PO,YORBA LINDA,CA,1.0,2021-02-28 14:49:12,491110,Mail and Parcel Delivery,75,136429.0,0,2,2,0,4,4,True,49,491
OR-Sunset RC,Hillsboro,OR,1.0,2021-01-25 16:44:37,221210, Distribution of natural gas ,39,77329.0,0,0,0,0,0,0,True,22,221
"IL.BOURB.3 - Ricoh Americas Holdings, Inc.",BOURBONNAIS,IL,1.0,2021-02-06 01:18:37,423420,Office Equipment,1,167.0,0,0,0,0,0,0,True,42,423
We Are Blood ,Austin,TX,1.0,2021-02-26 20:14:19,621991, Blood banks ,158,290500.0,0,3,1,3,6,7,False,62,621
SODEXO AT CHI-SAINT JOSEPH EAST,LEXINGTON,KY,1.0,2021-03-03 15:05:14,722310,Food Service Contractors,34,61254.0,0,0,2,0,2,2,True,72,722
Vanceboro Group Home,Vanceboro,NC,1.0,2021-02-17 17:07:52,623210,Human Services Non-Profit,8,15107.0,0,0,0,0,0,0,True,62,623
Michels Drilled Foundations- Washington ,Kent,WA,1.0,2021-02-04 00:23:29,238910," Caisson (i.e., drilled building foundations) construction ",44,103110.0,0,0,0,1,1,1,True,23,238
Island Mechanical Corp.,Kapolei,HI,1.0,2021-02-26 16:13:05,237990," Horizontal drilling (e.g., underground cable, pipeline, sewer installation) ",34,68951.0,0,0,2,0,2,2,True,23,237
SODEXO AT SUSQUE-VIEW,LOCK HAVEN,PA,1.0,2021-03-03 16:39:37,561210,Facilities Support Services,23,37176.0,0,0,0,0,0,0,True,56,561
Pappas Foods,Springdale,AR,1.0,2021-03-08 21:41:01,311421," Beverages, fruit and vegetable juice, manufacturing ",54,148654.0,0,1,2,0,3,3,True,33,311
Decatur AL FXFE-DCU,Madison         ,AL,1.0,2021-02-23 14:43:46,484122,Less Than Truckload General Freight Trucking,90,184956.0,0,8,0,1,9,9,True,49,484
ServiceOne,Omaha,NE,1.0,2021-03-11 13:54:40,238220," Heating, ventilation and air-conditioning (HVAC) contractors ",91,176309.0,0,1,1,2,4,4,True,23,238
TWC Concrete LLC,Monroe,OH,1.0,2021-03-17 14:03:15,238110," Chimney, concrete, construction ",87,172896.0,0,0,0,1,1,1,True,23,238
Solar Bears,Orlando,FL,1.0,2021-02-19 16:46:20,711211," Hockey teams, professional or semiprofessional ",35,28426.0,0,2,0,0,2,2,True,71,711
International Mfg. Co. Inc.,Philadelphia,PA,1.0,2021-02-03 17:42:28,339910," Jewel settings and mountings, precious metal, manufacturing ",20,34000.0,0,0,0,0,0,0,True,33,339
LHT,Blairsville,PA,1.0,2021-02-15 20:36:30,621610,home health care,67,112473.0,0,3,0,0,2,3,False,62,621
Andrews Metal Works,Andrews,SC,1.0,2021-02-10 13:42:13,332323, Ornamental metalwork manufacturing ,31,61980.0,0,0,0,0,0,0,True,33,332
NATIONAL OILWELL VARCO - Spares Warehouse,HOUSTON,TX,1.0,2021-01-19 21:22:07,333132, Oil and gas field-type drilling machinery and equipment (except offshore floating platforms) manufacturing ,159,393415.0,0,0,1,0,1,1,True,33,333
Pottsgrove Glass,Pottstown,PA,1.0,2021-02-24 19:08:47,238150, Glazing contractors ,29,59918.0,0,1,0,1,2,2,True,23,238
IL Dept. of Revenue - Springfield,Springfield,IL,2.0,2021-02-03 16:14:42,921130, State tax commissions ,899,1759793.0,0,3,0,2,5,5,True,92,921
"TOLEDO, OH",TOLEDO,OH,1.0,2021-01-22 17:45:54,312111,Soft Drink Manufacturing,271,585801.0,0,0,13,2,15,15,True,33,312
SODEXO AT MEDICAL COLLEGE OF GEORGIA,AUGUSTA,GA,1.0,2021-03-03 16:04:17,561210,Facilities Support Services,22,41328.0,0,0,0,0,0,0,True,56,561
Appalachian Tank Car Services - Lynchburg VA,Lynchburg,VA,1.0,2021-01-18 14:20:41,488210," Locomotive and rail car repair (except factory conversion, factory overhaul, factory rebuilding) ",71,147734.0,0,0,0,0,0,0,True,49,488
"SCI La Crosse/Onalaska, LLC",Onalaska,WI,1.0,2021-01-29 14:44:53,721110, Hotels (except casino hotels) ,67,38186.0,0,0,0,0,0,0,True,72,721
Apache - Bollinger,Amelia,LA,1.0,2021-02-22 20:27:24,238990, Scaffold erecting and dismantling ,14,31043.0,0,0,0,0,0,0,True,23,238
West Ames ,Ames,IA,1.0,2021-01-20 22:24:46,621111," Physicians' (except mental health) offices (e.g., centers, clinics) ",75,144709.0,0,0,0,4,4,4,True,62,621
"Elmwood PE, LLC",Onawa,IA,1.0,2021-01-15 22:18:56,623311, Assisted-living facilities with on-site nursing facilities ,7,10090.0,0,1,0,0,1,1,True,62,623
1085,TWENTYNINE PALMS,CA,1.0,2021-02-09 23:49:09,721110,MOTELS/HOTELS,31,21761.0,0,0,0,4,4,4,True,72,721
Bradenton,Bradenton,FL,1.0,2021-02-18 15:35:21,326160," Bottles, plastics, manufacturing ",163,319948.0,0,4,1,0,5,5,True,33,326
Mainscape- Corporate,Fishers,IN,1.0,2021-02-16 19:04:15,561730, Landscape care and maintenance services ,60,96060.0,0,0,0,0,0,0,True,56,561
"Fulcrum Construction, Inc",Atlanta,GA,1.0,2021-03-16 14:57:58,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",24,47273.0,0,0,0,2,2,2,True,23,236
"Lincare Inc. Indianapolis/Lebanon, IN 90-05-87-25",Clearwater,FL,1.0,2021-02-22 12:50:06,532291, Oxygen equipment rental (i.e. home use) ,25,52216.0,0,0,0,0,0,0,True,53,532
3UC AvL Technologies,Asheville,NC,1.0,2021-03-09 15:41:36,334220," Antennas, satellite, manufacturing ",260,572000.0,0,1,2,1,4,4,True,33,334
Pilgrim's Breeder Group,Arcadia,WI,1.0,2021-01-13 13:16:53,115210, Vaccinating livestock (except by veterinarians) ,15,35554.0,0,0,1,0,1,1,True,11,115
YMCA of the Pikes Peak Region ,Colorado Springs,CO,1.0,2021-01-19 22:09:53,813410," Social organizations, civic and fraternal ",57,68038.0,0,0,0,1,0,1,False,81,813
Taft Shop,Fort Collins,CO,1.0,2021-02-24 14:37:00,811310,Aggregates,22,54384.0,0,0,0,0,0,0,True,81,811
Scott Fetzer Co,Andrews,TX,1.0,2021-01-11 18:49:42,335210," Electric space heaters, portable, manufacturing ",85,129360.0,0,1,0,0,0,1,False,33,335
Madison Hose Co. #1,Madison,CT,3.0,2021-02-03 20:49:25,922160," Fire departments (e.g., government, volunteer (except private)) ",33,4234.0,0,0,0,0,0,0,True,92,922
The Grove at New Wilmington,New Wilmington,PA,1.0,2021-02-22 20:23:12,623110, Skilled nursing facilities ,115,192013.0,0,32,6,11,8,49,False,62,623
NYKIN - KINGSTON,KINGSTON,NY,1.0,2021-02-26 19:03:30,492110,Couriers,176,296814.0,0,2,6,2,10,10,True,49,492
"Angola Wire Products, Inc",Angola,IN,1.0,2021-03-11 12:37:54,332618," Baskets, metal, made from purchased wire ",111,202311.0,0,0,0,1,1,1,True,33,332
"Ford County Feed Yard, Inc.",Ford,KS,1.0,2021-02-05 23:41:59,112112, Beef cattle feedlots (except stockyards for transportation) ,50,136981.0,0,0,0,1,1,1,True,11,112
Integrated Mission Support Services (Kennedy Space Center),Kennedy Space Center,FL,1.0,2021-03-09 16:06:50,488999," Pipeline terminal facilities, independently operated ",151,210504.0,0,0,2,1,2,3,False,49,488
Alabama Farmers Grain Leighton,Leighton,AL,1.0,2021-02-19 17:37:41,424510, Grain elevators merchant wholesalers grain ,24,4752.0,0,0,0,0,0,0,True,42,424
7218 - 1-MAIN,HOUSTON,TX,1.0,2021-02-23 21:59:46,332710,Machine Shops,22,50600.0,0,0,0,0,0,0,True,33,332
Head Quarters,ARDEN HILLS,MN,1.0,2021-02-17 18:53:26,541512, Computer systems integrator services ,29,54534.0,0,0,0,0,0,0,True,54,541
CA - Livermore Branch,Livermore,CA,1.0,2021-03-17 11:44:57,541712, Guided missile and space vehicle engine research and development ,5,10097.0,0,0,0,0,0,0,True,54,541
CAMDEN SOUTH END SQUARE,CHARLOTTE,NC,1.0,2021-02-09 14:47:00,531110,Operators Of Apartment Buildings,7,14083.0,0,0,0,0,0,0,True,53,531
2039-CWS MAINTENANCE,CHICAGO,IL,1.0,2021-02-16 22:25:02,711211,Sports Teams and Clubs,73,24415.0,0,0,0,1,1,1,True,71,711
0344 CAMP ROAD MIDDLE SCHOOL,Charleston,SC,3.0,2021-02-08 17:06:01,611110," Academies, elementary or secondary ",79,95835.0,0,0,3,0,3,3,True,61,611
SODEXO AT BAE SYSTEMS,NASHUA,NJ,1.0,2021-03-03 16:35:25,561210,Facilities Support Services,3,8097.0,0,0,0,0,0,0,True,56,561
Mylan Rockford,Rockford ,IL,1.0,2021-02-22 22:21:16,424210, Druggists' sundries merchant wholesalers ,141,259189.0,0,2,2,0,4,4,True,42,424
616 Jogar LLC,Burr Ridge,IL,1.0,2021-02-19 17:25:02,561720,Janitorial Services ,1,42.0,0,0,0,0,0,0,True,56,561
thyssenkrupp Elevator Corp - Houston Downtown,Houston,TX,1.0,2021-02-17 17:49:26,238290,"Elevator installation, conversion, service & maintenance",59,118355.0,0,0,0,0,0,0,True,23,238
Spring Glen Fresh Foods,Ephrata,PA,1.0,2021-01-14 16:18:37,311991,Perishable Prepared Foods,294,563208.0,0,15,0,6,21,21,True,33,311
BUCK KNIVES,POST FALLS,ID,1.0,2021-02-02 17:23:57,332215," Cutlery, nonprecious and precious plated metal, manufacturing ",298,369109.0,0,2,7,6,14,15,False,33,332
4th Avenue,Warren,PA,1.0,2021-02-26 14:47:05,326199," Cups, plastics (except foam), manufacturing ",90,129973.0,0,0,0,0,0,0,True,33,326
SCS Red Hills,Ackerman,MS,1.0,2021-01-26 17:28:01,221112," Electric power generation, fossil fuel (e.g., coal, oil, gas) ",68,136272.0,0,0,0,1,1,1,True,22,221
Scott County Law Enforcement Center,Shakopee,MN,3.0,2021-02-22 16:22:58,922120," Criminal investigation offices, government ",148,269718.0,0,3,0,0,2,3,False,92,922
Eatonton Health and Rehabilitation ,Eatonton ,GA,1.0,2021-01-22 18:27:49,623110, Rest homes with nursing care ,60,102079.0,0,26,0,0,3,26,False,62,623
1559 Paulsboro SD,Paulsboro,NJ,1.0,2021-02-18 18:44:21,722310,Food Service,20,13144.0,0,0,1,0,1,1,True,72,722
Wings and Waves Waterpark,McMinnville,OR,1.0,2021-01-26 18:43:59,713110," Amusement parks (e.g., theme, water) ",13,7451.0,0,0,0,0,0,0,True,71,713
2807-0609,CHESTERFIELD,VA,1.0,2021-01-28 22:16:21,444110,Homecenter,171,278566.0,0,4,7,3,14,14,True,45,444
Hendrick Medical Plaza - Brownwood,Brownwood,TX,1.0,2021-03-02 15:35:10,621498, Clinics/centers of health practitioners from more than one industry practicing within the same establishment ,29,42943.0,0,0,0,0,0,0,True,62,621
"G&C Multi-Services, LLC",Paducah,KY,1.0,2021-02-17 19:50:28,333999," Jacks, hydraulic and pneumatic, manufacturing ",29,59339.0,0,0,1,0,1,1,True,33,333
SODEXO AT SENIORS ACCT MGR - CHABOT,BEL AIR,MD,1.0,2021-03-03 16:53:15,561110,Business Services,1,1904.0,0,0,0,0,0,0,True,56,561
204 N FWY YATES CENTER KS,YATES CENTER,KS,1.0,2021-02-02 15:14:57,221210,Natural Gas Distribution,10,19480.0,0,0,0,0,0,0,True,22,221
County of Stafford,Stafford,VA,3.0,2021-01-28 19:37:12,221310, Water treatment plants ,55,118566.0,0,1,0,0,1,1,True,22,221
Brookdale Lake Charles,Lake Chares,LA,1.0,2021-02-04 20:26:00,623312, Assisted-living facilities without on-site nursing care facilities ,51,730685.0,0,1,0,2,3,3,True,62,623
Truck Fleet Services LLC,Oak Creek,WI,1.0,2021-03-08 20:59:57,811111, Automotive engine repair and replacement shops ,35,68264.0,0,0,0,0,0,0,True,81,811
"R.J. Gordon Construction, Inc",Pleasant Hill,CA,1.0,2021-02-26 20:26:27,237110, Water main and line construction ,20,16625.0,0,0,0,0,0,0,True,23,237
"NY.WALLK.1 - Ricoh Americas Holdings, Inc.",WALLKILL,NY,1.0,2021-02-06 01:31:26,423420,Office Equipment,2,4000.0,0,0,0,0,0,0,True,42,423
"Saint-Gobain ADFORS Dublin, Ga",Dublin,GA,1.0,2021-02-16 18:34:50,327212," Fibers, glass, textile, made in glass making plants ",48,119922.0,0,2,0,2,4,4,True,33,327
John Knox Village of Central Florida Inc.,Orange City,FL,1.0,2021-01-29 20:25:30,623110, Skilled nursing facilities ,551,700887.0,0,3,9,6,14,18,False,62,623
Holiday Inn Club Vacations - Corporate Office,Orlando,FL,1.0,2021-03-08 22:27:17,721199," Cabins, housekeeping ",552,957394.0,0,0,0,2,2,2,True,72,721
209 DES PERES,ST LOUIS,MO,1.0,2021-02-17 20:19:21,445110,Grocery Stores,185,321624.0,0,1,2,1,4,4,True,45,445
"Plumrose, USA",Booneville,MS,1.0,2021-03-11 20:47:42,311612," Bacon, slab and sliced, made from purchased carcasses ",375,712581.0,0,0,4,3,7,7,True,33,311
Frontier Office - Pocatello,Pocatello,ID,1.0,2021-03-08 18:46:35,551114,Management of Companies & Enterprises,18,34247.0,0,0,0,0,0,0,True,55,551
Coastal Construction - Tampa Block B,Tampa,FL,1.0,2021-02-26 15:13:48,236116," Condominium, multifamily, construction general contractors ",27,55707.0,0,0,0,0,0,0,True,23,236
Avera at Home - Home Health Aberdeen,Aberdeen,SD,1.0,2021-02-26 21:09:23,621610, Home health agencies ,41,63906.0,0,0,2,0,2,2,True,62,621
TXPLA - PLAINVIEW CENTER,PLAINVIEW,TX,1.0,2021-02-26 19:06:59,492110,Couriers,35,50226.0,0,0,2,0,2,2,True,49,492
PDCI Automotive,Lebanon,KY,1.0,2021-01-15 19:10:53,332216," Dies, cutting (except metal cutting), manufacturing ",30,50735.0,0,0,0,0,0,0,True,33,332
CRW Inc,Shreve,OH,1.0,2021-01-27 19:59:45,484121," General freight trucking, long-distance, truckload (TL) ",69,143520.0,0,0,0,0,0,0,True,49,484
Highwood USA LLC,Tamaqua,PA,1.0,2021-03-10 19:41:23,326121," Profile shapes (e.g., rod, tube), nonrigid plastics, manufacturing ",94,172935.0,0,1,0,2,3,3,True,33,326
